"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"1",-5.85201011018609e-06,0.00161395773626649,-0.000279798835733129,0.000447639456912448,0.000466697290259801,-0.000697203036137795,0.000824868998133301,-0.000472169587121003,0.000263260154359946,-0.00263786729729512,-0.00262428839237656,-0.0031717881663412,-0.00126126574924458,0.00359232521566725,0.00151006877568647,0.00131387780137513,-0.0014858001201888,-0.00588098759267294,-0.000215495891786893,0.000373098474764222,-0.00181673283332545,1.19223636723275e-05,-0.000117498871432252,0.000258177277562551,0.000541236484260095,0.00691036394034375,0.0271269836754306,-0.0654696220285691,0.997397786123308,0.0061067078004785,-0.00150126137361925,-0.000755722003964623,0.000143487606819066
"2",-3.19464761383559e-05,0.0225986228411335,-0.00951231634537379,0.0199895495435676,-0.0385497483134504,-0.0046146681538232,0.00847119849251244,0.000246006918250367,-0.0137423140961611,0.00924856003068877,0.0122497802990922,-0.998474573314683,0.000228891146857549,0.00291156632824674,-0.00184613672041606,-0.00322499085394785,-0.000437403498699273,-0.00174636446203118,-2.90298944689303e-05,0.000146560701481738,0.000394317681218028,-0.000117520255674225,0.000364619611823235,5.09689241056871e-05,-0.000346900023586519,0.00277677213666881,-0.000521574580680295,-7.2181484828434e-05,-0.00317786110259703,-5.17635056256629e-05,2.3652486657744e-05,-2.21935076637887e-05,3.75275437463922e-07
"3",5.3880788012658e-06,-0.00526315042788673,-0.043376906289107,0.00960795305243504,-0.00096700235783791,0.0077495016070765,-0.0212763516100439,0.0348112524310178,0.00451920621091503,0.481081948245107,0.452240609432997,0.00833255322564724,0.266551500021945,-0.0035726474217647,0.00107289340129523,0.00486394930714258,0.00102386495571923,0.0101829293489534,6.99506363888308e-05,-0.000774846520090567,-0.0111231751264462,0.00223649458235861,0.0589336106891049,-0.00955197390927798,-0.00500370842165083,-0.696547547057189,-0.00809065506411078,0.000704759976900187,0.00800689882962955,0.0002449457284231,-0.000103131888872405,0.00150081252029767,1.13407265240859e-05
"4",3.41757113309526e-06,-0.0021373506877808,0.00203403075387345,0.00961327011960911,0.00294481537573227,-9.86902532963606e-05,-0.000248212761876777,6.2918287660152e-06,1.23585254605037e-05,-5.0653403704076e-05,-1.34108896288549e-05,2.69886096320888e-05,-3.47048132394188e-05,-9.01040757554256e-05,-3.08218976782733e-05,1.2074685216502e-05,-8.64416057803004e-05,-0.000160924972975873,-4.11981752403325e-05,8.56860067154743e-05,-2.07285254267397e-05,9.37557727591108e-05,-5.01425865289739e-05,-5.18077353181819e-05,-5.07238990875084e-05,-0.000168279766363625,0.000153908433376616,-2.72393206469703e-05,0.00149988628499104,-0.000274063209473983,0.999943706273049,0.000389657538177417,-0.000342986519972495
"5",1.4209761641807e-05,-0.00487440540756069,-0.0333768867749549,0.0104779269576895,-0.00296998919176958,-0.014239930779776,-0.0233365891779767,0.0435445521519021,0.0170564849384933,0.704799779650747,-0.430794372099378,0.00123407130063276,-0.550499608702525,-0.000235134628599914,-0.00147614392903938,3.60679156256222e-06,0.0011345910827844,0.00655943522865744,-0.000427822577361389,0.000724901430950509,0.0190746670512491,-0.000953476171119666,-0.0997286087657572,-0.000119796147508471,-0.000380079058913085,-0.00711549897982249,0.000237691308701434,-0.000138720155409381,0.000154913437666988,7.89429669280625e-05,-3.4546566338304e-05,-0.00475696735465129,-2.35585993954402e-05
"6",4.73239743216717e-06,-0.00614790342739134,-0.0466697976433748,0.0101824849718719,-0.000891160997895333,0.00753597837319427,-0.0216037895471145,0.0342853727636883,0.00440581251747282,0.471728941853292,0.443227730163551,0.0121646830173758,0.24961874279332,-0.00370506968343151,-0.000359777984779858,-0.000722210391073267,0.00217469804627734,-0.0191645831275277,0.0013265741426143,-0.00161296394945028,-0.00472510566827587,-0.00217495501779063,0.0248074012861708,0.00981307075629271,0.00530775867276144,0.716448309642195,0.00757355661889321,0.000313399830064946,-0.00245365476553202,5.02308670379732e-05,0.000141109105649268,0.00231685805211286,1.66499450912645e-05
"7",1.31759642190225e-05,-0.153684218026729,-0.971107815189171,0.15571537666458,0.0521296523166968,-0.0278830315452227,0.00491959613205046,-0.0099854753563897,0.00462011573499379,-0.0684883584188509,-0.0261932917568704,0.00602395506020225,-0.00427928944576611,0.000840039710640495,-0.000155434952371194,-0.000480425419876352,-5.17709220003048e-06,-0.000743554866568425,0.000302838057968974,-1.04251568163996e-05,0.000284879105406047,2.53163174763941e-05,-0.000360951606227888,0.000111918565301889,-4.65187373578469e-05,-0.00314940086982236,-0.000185239011540958,-8.14942463236219e-05,-0.000368383031619404,4.91495534765084e-06,-9.302343046186e-06,-1.55262121804283e-05,-8.24169597572537e-07
"8",1.61968426009296e-05,-0.0065451951353208,0.000756651592518366,-0.000587516557268161,-0.0033331911311108,0.000133856059554696,-6.03656418946552e-05,-0.00021663039488861,-0.000568160094863587,1.12835179458625e-05,-6.47638789426137e-06,-3.09916879164631e-05,-1.59334558711559e-05,6.84954767583988e-06,-7.98680077404714e-06,-1.39572568184523e-05,3.96127070393804e-05,1.17693072540493e-05,5.88701833431999e-05,-4.84250388835126e-05,1.76346524185093e-06,7.92837428457155e-06,-1.51106067236604e-05,-5.54692096710172e-06,-3.75298504233918e-05,-4.08411574226235e-06,-8.33995957883398e-05,-1.9206280300918e-05,-0.000160981225224938,0.0048633379587041,0.000345456801743344,-0.00238201174950603,0.999957624816288
"9",-0.000138424367861183,0.0398101423466505,-0.0224282669648091,0.0382921527688109,-0.0558717057679348,0.698206099551918,-0.00544155677510578,0.00726934952120159,-0.0352908789019809,-0.000623516507124817,-0.0119592687033771,0.00229785527616226,-0.0170551947244382,0.000591475952387847,0.0045405435286878,0.000160177060100701,-0.00136006547980963,-0.709437668063504,0.0104563970944799,-0.00700756426949665,0.00134193602882463,-0.00769593248557391,0.00597198243516063,0.000213429396266328,0.00299724371757846,-0.0150640466007097,0.0134771843913133,-0.00687244398964728,-0.00450572325536779,0.000105695898235088,-0.000115677703111982,0.000110529092366788,9.00960762396851e-06
"10",-0.00014974747743317,0.0408246188303547,-0.0241977950375114,0.038411779463319,-0.0558510477506619,0.703597374466294,-0.00453085810050527,0.0026877542525867,-0.0477182457118111,0.00166995546474926,-0.0109859927353296,0.000139488867030198,0.00249271425510191,0.000440378837624228,-0.00447080026945301,-0.000236485143854729,0.00197849258044052,0.703379706870064,-0.0108381811825448,0.00716664824847519,-0.00282966302336919,0.00785649488758525,-0.00435182796871757,7.8481749323176e-05,-0.00260489453572985,0.0148435397152518,-0.0186118671903574,0.00647054846717689,0.00539971578937754,-7.27921049597899e-05,0.000109074239644017,1.28048892763823e-05,-6.89293715708601e-06
